한글,영어,일어
생분해성 비누,biodegradable soap,
생분해 시험,biodegradation test,
생체원소,bioelement,
생체에너지론,bioenergetics,
생물발생설,biogenesis,
생체유해 화학물,biohazardous compound,
생물무기 화학,bioinorganic chemistry,
생물 분석,biological analysis,
생물학적 분석,biological analysis,
생물 분석,biological analysis,
생물학적 분석,biological analysis,
생물 화학,biological chemistry,
생물 부식,biological corrosion,
생물학적 부식,biological corrosion,
생물 부식,biological corrosion,
생물학적 부식,biological corrosion,
생물학적 산화,biological oxidation,
생물 산화,biological oxidation,
생물학적 산화,biological oxidation,
생물 산화,biological oxidation,
생물학적 산소 요구량,biological oxygen demand,
생물학적 정화,biological purification,
생물 정화,biological purification,
생물학적 정화,biological purification,
생물 정화,biological purification,
생물학적 도태,biological selection,
생물학적 선택,biological selection,
생물학적 도태,biological selection,
생물학적 선택,biological selection,
생물학적 공간,biological space,
생물 특이성,biological specificity,
생체발광,bioluminescence,
생체,biomass,
생물자원,biomass,
균체,biomass,
바이오매스,biomass,
생체,biomass,
생물자원,biomass,
균체,biomass,
바이오매스,biomass,
생체,biomass,
생물자원,biomass,
균체,biomass,
바이오매스,biomass,
생체,biomass,
생물자원,biomass,
균체,biomass,
바이오매스,biomass,
생체재료,biomaterial,
의용생체 공학,biomedical engineering,
생체메틸화 반응,biomethylation,
생체메틸화,biomethylation,
생체메틸화 반응,biomethylation,
생체메틸화,biomethylation,
생체분자,biomolecule,
생물분자,biomolecule,
생체분자,biomolecule,
생물분자,biomolecule,
생체단량체,biomonomer,
생체단위체,biomonomer,
생체단량체,biomonomer,
생체단위체,biomonomer,
생물유기 화학,bioorganic chemistry,
생유기 화학,bioorganic chemistry,
생물유기 화학,bioorganic chemistry,
생유기 화학,bioorganic chemistry,
생물리학,biophysics,
생고분자,biopolymer,
생물고분자,biopolymer,
생고분자,biopolymer,
생물고분자,biopolymer,
생물권,biosphere,
생합성,biosynthesis,
생물계,biosystem,
비오 수,Biot number,
생물공학기술,biotechnology,
생물공학,biotechnology,
생물공학기술,biotechnology,
생물공학,biotechnology,
생물 군집,biotic community,
생물적 분해,biotic degradation,
생물변환,biotransformation,
생물학적 변환,biotransformation,
생물변환,biotransformation,
생물학적 변환,biotransformation,
양쪽친화성 시약,biphilic reagent,
양쪽친화성,biphilicity,
2극 좌표,bipolar coordinate,
쌍극 트랜지스터 기억장치,bipolar transistor memory,
복굴절,birefringence,
산아 제한,birth control,
두값,bit,
비트,bit,
두값,bit,
비트,bit,
바이트,bite,
창연 합금,bithmuth alloy,
비스무스 합금,bithmuth alloy,
창연 합금,bithmuth alloy,
비스무스 합금,bithmuth alloy,
비스무스 브라운,bithmuth brown,
비스무스 갈색,bithmuth brown,
비스무스 브라운,bithmuth brown,
비스무스 갈색,bithmuth brown,
간수,bittern,
역청,bitumen,
2가 이온,bivalent ion,
모름 상자,black box,
모름 상자 모델링,black box modeling,
블L 훌랜쥐,black flange,
흑색 화약,black powder,
깃,blade,
날,blade,
깃,blade,
날,blade,
날배열,blading,
블레이딩,blading,
날배열,blading,
블레이딩,blading,
블레이크 조쇄기,blake crusher,
바탕 분석,blank analysis,
바탕 용액,blank solution,
대조 시험,blank test,
바탕 시험,blank test,
대조 시험,blank test,
바탕 시험,blank test,
블라씨우스 식,Blasius equation,
분사,blast,
송풍,blast,
분사,blast,
송풍,blast,
분사 공기,blast air,
분사 불개,blast fan,
분사 송풍기,blast fan,
분사 불개,blast fan,
분사 송풍기,blast fan,
블라스트 램프,blast lamp,
분사 주관,blast main,
분사 노즐,blast nozzle,
분사 압력,blast pressure,
발파,blasting,
표백,bleaching,
출혈,bleeding,
흘러나옴,bleeding,
출혈,bleeding,
흘러나옴,bleeding,
배합 가솔린,blended gasoline,
균일 혼합기,blender mixer,
파쇄 혼합기,blender mixer,
균일 혼합기,blender mixer,
파쇄 혼합기,blender mixer,
균일홉합,blending,
배합,blending,
섞음,blending,
균일홉합,blending,
배합,blending,
섞음,blending,
균일홉합,blending,
배합,blending,
섞음,blending,
차단 훌랜쥐,blind flange,
차단 이음쇠,blind joint,
어림 시험,blind test,
블,block,
블럭 공중합체,block copolymer,
블럭 선도,block diagram,
블럭 요소,block element,
블럭 중합,block polymerization,
블럭 중합 반응,block polymerization,
블럭 중합,block polymerization,
블럭 중합 반응,block polymerization,
막기,blocking,
막음 원자단,blocking group,
블로우,blow,
송품,blow,
블로우,blow,
송품,blow,
블로우 성형,blow molding,
중공 성형,blow molding,
블로우 성형,blow molding,
중공 성형,blow molding,
블로어,blower,
송풍기,blower,
블로어,blower,
송풍기,blower,
불대구멍,blowhole,
통풍혈,blowhole,
기포,blowhole,
불대구멍,blowhole,
통풍혈,blowhole,
기포,blowhole,
불대구멍,blowhole,
통풍혈,blowhole,
기포,blowhole,
발포 곡선,blowing curve,
발포 아스활트,blown asphalt,
발포 아스파트,blown asphalt,
발포 아스활트,blown asphalt,
발포 아스파트,blown asphalt,
송풍관,blowpipe,
불대,blowpipe,
방출관,blowpipe,
송풍관,blowpipe,
불대,blowpipe,
방출관,blowpipe,
송풍관,blowpipe,
불대,blowpipe,
방출관,blowpipe,
불대 시험,blowpipe test,
단파장 옮김,blue shift,
청색 옮김,blue shift,
단파장 옮김,blue shift,
청색 옮김,blue shift,
블루 수성 가스,blue water gas,
벼랑 물체,bluff body,
보우트 형태,boat conformation,
보트 형태,boat conformation,
보우트 형태,boat conformation,
보트 형태,boat conformation,
보드 선도,Bode diagram,
보드 안정성 기준,Bode stability criterion,
물체,body,
본체,body,
물체,body,
본체,body,
보어 마그네톤,Bohr magneton,
보어 반지름,Bohr radius,
끓이개,boiler,
보일러,boiler,
끓이개,boiler,
보일러,boiler,
보일러 용량,boiler capacity,
보일러 압력,boiler pressure,
보일러 용수,boiler water,
끓음,boiling,
비등,boiling,
끓음,boiling,
비등,boiling,
끓음 영역,boiling range,
비등 영역,boiling range,
비등점 구간,boiling range,
끓음 영역,boiling range,
비등 영역,boiling range,
비등점 구간,boiling range,
끓음 영역,boiling range,
비등 영역,boiling range,
비등점 구간,boiling range,
볼만 추출기,Bollmann extractor,
볼로미터,bolometer,
볼트,bolt,
수나사,bolt,
볼트,bolt,
수나사,bolt,
볼츠만 상수,Boltzmann constant,
볼츠만 통계,Boltzmann statistics,
볼츠만 중첩 원리,Boltzmann superposition principle,
봄 열량계,bomb calorimeter,
봄베 열량계,bomb calorimeter,
봄 열량계,bomb calorimeter,
봄베 열량계,bomb calorimeter,
봄 기술,bomb technique,
봄계 기술,bomb technique,
봄 기술,bomb technique,
봄계 기술,bomb technique,
두들김,bombardment,
폭격,bombardment,
두들김,bombardment,
폭격,bombardment,
결합,bond,
결합재,bond,
채권,bond,
결합,bond,
결합재,bond,
채권,bond,
결합,bond,
결합재,bond,
채권,bond,
결합 절단,bond cleavage,
결합 해리 에너지,bond dissociation energy,
결합 길이,bond distance,
결합 에너지,bond energy,
결합 이온성,bond ionicity',
결합 길이,bond length,
결합 모형,bond model,
결합 모멘트,bond moment,
결합 수,bond number,
결합 겹칩 변형률,bond opposition strain,
결합 차수,bond order,
결합 극성,bond polarity,
결합 회전 장벽,bond rotation barrier,
결합 세기,bond strength,
부착 강도,bond strength,
결합 강도,bond strength,
결합 세기,bond strength,
부착 강도,bond strength,
결합 강도,bond strength,
결합 세기,bond strength,
부착 강도,bond strength,
결합 강도,bond strength,
결합 비틀림,bond torsion,
결합형 상,bonded phase,
결합,bonding,
결합 기하구조,bonding geometry,
결합 재료,bonding material,
결합성 분자 궤도 함수,bonding molecular orbital,
본드의 법칙,Bond's law,
방출 증진기,booster ejector,
부스터 이터,booster ejector,
방출 증진기,booster ejector,
부스터 이터,booster ejector,
붕산염,borate,
붕사,borax,
붕사 구슬 반응,borax bead reaction,
구멍,bore,
붕소화물,boride,
붕소화수소,borine,
보링,boring,
시추,boring,
보링,boring,
시추,boring,
보언 근사,born approximation,
붕규산 유리,borosilicate glass,
돌기,boss,
바닥,bottom,
탑밑,bottom,
탑저,bottom,
바닥,bottom,
탑밑,bottom,
탑저,bottom,
바닥,bottom,
탑밑,bottom,
탑저,bottom,
바닥 에너지 준위,bottom energylevel,
탐저 흐름,bottom stream,
탑밑 흐름,bottom stream,
탐저 흐름,bottom stream,
탑밑 흐름,bottom stream,
상하한,bound,
한계,bound,
상하한,bound,
한계,bound,
속박 전자,bound electron,
결합 수분,bound moisture,
결합 상태,bound state,
묶인 상태,bound state,
결합 상태,bound state,
묶인 상태,bound state,
경계,boundary,
경계층 거동,boundary behavior,
경계 조건,boundary condition,
경계층 확산,boundary diffusion,
버든 압력계,Bourdon gauge,
보울,bowl,
사발,bowl,
보울,bowl,
사발,bowl,
사발 분급기,bowl classifier,
보울 밀,bowl mill,
사발 밀,bowl mill,
보울 밀,bowl mill,
사발 밀,bowl mill,
상자 선도,box diagram,
브레이크,brake,
제동장치,brake,
브레이크,brake,
제동장치,brake,
브레이크 라이닝,brake lining,
곁가지,branch,
가지치기,branching,
곁가지 사슬,branching chain,
곁가지 붕괴,branching decay,
놋쇠,brass,
브롸베이 살창,Bravais lattice,
브롸베이 격자,Bravais lattice,
브롸베이 살창,Bravais lattice,
브롸베이 격자,Bravais lattice,
브뤠이톤 싸이클,Brayton cycle,
땜질,brazing,
꺾임 주파수,break frequency,
파괴 함수,breakage function,
파괴 전압,breakdown voltage,
차단기,breaker,
파쇄기,breaker,
차단기,breaker,
파쇄기,breaker,
파괴 강도,breaking strength,
파괴 응력,breaking stress,
파괴 시험,breaking test,
분기점 염소처리,breakpoint chlorination,
돌파구,breakthrough,
파괴 곡선,breakthrough curve,
누출 곡선,breakthrough curve,
파괴 곡선,breakthrough curve,
누출 곡선,breakthrough curve,
육종,breeding,
증식,breeding,
육종,breeding,
증식,breeding,
양조 효모,brewer's yeast,
벽돌,brick,
가교,bridge,
브沮bridge,
가교,bridge,
브沮bridge,
다리 결합,bridge bond,
브沮회로,bridge circuit,
결합 착물,bridge compound,
다리 착물,bridge compound,
결합 착물,bridge compound,
다리 착물,bridge compound,
다리 형성,bridge formation,
다리 이성질현상,bridge isomerism,
다리 화합물,bridged complex,
다리 중간체,bridged intermediate,
결합 이온,bridged ion,
다리 이온,bridged ion,
결합 이온,bridged ion,
다리 이온,bridged ion,
다리 O디칼 용매첨가분해,bridged radical solvolysis,
다리 고리,bridged ring,
결합 구조,bridged structure,
다리 구조,bridged structure,
결합 구조,bridged structure,
다리 구조,bridged structure,
다리 원자단,bridging group,
다리 리간드,bridging ligand,
브륄루인 산란,Brillouin scattering,
염수,brine,
순간 여과기,brink filter,
성형탄 장입 공정,briquette charging process,
조괴,briquetting,
영국 표준규격,British Standard,
영국 표준,British Standard,
영국 표준규격,British Standard,
영국 표준,British Standard,
영국 열량 단위,British thermal unit,
취약성,brittleness,
확장,broadening,
브롬 크레졸 그린,brom cresol green,
브롬 크레졸 초록,brom cresol green,
브롬 크레졸 그린,brom cresol green,
브롬 크레졸 초록,brom cresol green,
브롬 크레졸 보라,brom cresol purple,
브롬 크레졸 퍼플,brom cresol purple,
브롬 크레졸 보라,brom cresol purple,
브롬 크레졸 퍼플,brom cresol purple,
브롬화,bromination,
브롬화반응,bromination,
브롬화,bromination,
브롬화반응,bromination,
브로모클로르화반응,bromochlorination,
브로모클로르화,bromochlorination,
브로모클로르화반응,bromochlorination,
브로모클로르화,bromochlorination,
기관지 천식,bronchial asthma,
청동,bronze,
브라운 운동,Brownian movement,
훑어보기,browser,
무른모,browser,
훑어보기,browser,
무른모,browser,
솔,brush,
브러쉬,brush,
솔,brush,
브러쉬,brush,
기포,bubble,
기포 파괴기,bubble breaker,
기포 지름,bubble diameter,
기포 유동화,bubble fluidization,
기포 분획,bubble fractionation,
기포 분별분리,bubble fractionation,
기포 분획,bubble fractionation,
기포 분별분리,bubble fractionation,
기호 압력,bubble pressure,
발포기,bubbler,
발포 흡수기,bubbling absorber,
발포 기화기,bubbling carburetter,
버형 콘베이어,bucket conveyer,
버형 엘리베이터,bucket elevator,
예산 견적,budget estimate,
완충제,buffer,
완충기,buffer,
사이칸,buffer,
버퍼,buffer,
완충제,buffer,
완충기,buffer,
사이칸,buffer,
버퍼,buffer,
완충제,buffer,
완충기,buffer,
사이칸,buffer,
버퍼,buffer,
완충제,buffer,
완충기,buffer,
사이칸,buffer,
버퍼,buffer,
완충 작용,buffer action,
완충 지수,buffer index,
완충 강도,buffer intensity,
완충 세기,buffer intensity,
완충 강도,buffer intensity,
완충 세기,buffer intensity,
완충 범위,buffer range,
완충 영역,buffer region,
완충 지대,buffer region,
완충 영역,buffer region,
완충 지대,buffer region,
완충 용액,buffer solution,
완충 스프링,buffer spring,
완충 용수철,buffer spring,
완충 스프링,buffer spring,
완충 용수철,buffer spring,
버스톤 밀,Buhrstone mill,
보조제,builder,
증강제,builder,
보조제,builder,
증강제,builder,
빌딩 블,building block,
구성 단위,building block,
빌딩 블,building block,
구성 단위,building block,
벌크,bulk,
벌크 농도,bulk concentration,
총괄 농도,bulk concentration,
벌크 농도,bulk concentration,
총괄 농도,bulk concentration,
벌크 밀도,bulk density,
총괄 밀도,bulk density,
벌크 밀도,bulk density,
총괄 밀도,bulk density,
벌크 유량,bulk flow,
총괄 흐름,bulk flow,
벌크 유량,bulk flow,
총괄 흐름,bulk flow,
부피 탄성율,bulk modulus,
벌크 성형 혼합물,bulk molding compound,
괴상 중합,bulk polymerization,
벌크 중합,bulk polymerization,
괴상 중합,bulk polymerization,
벌크 중합,bulk polymerization,
총괄 성질,bulk property,
벌크 수송,bulk transport,
벌크 속도,bulk velocity,
총괄 속도,bulk velocity,
벌크 속도,bulk velocity,
총괄 속도,bulk velocity,
벌크 점도,bulk viscosity,
총괄 점도,bulk viscosity,
벌크 점도,bulk viscosity,
총괄 점도,bulk viscosity,
벌킹,bulking,
팽화,bulking,
벌킹,bulking,
팽화,bulking,
대형 폐기물,bulky waste,
부딪힘,bumping,
튐,bumping,
부딪힘,bumping,
튐,bumping,
분젠 버너,Bunsen burner,
부력,buoyancy,
부력식 기체 천칭,buoyancy gas balance,
뷰burette,
뷰집게,burette clamp,
버너,burner,
연소기,burner,
버너,burner,
연소기,burner,
버너 홈,burner slot,
연소,burning,
연소 속도,burning rate,
연소 시간,burnout time,
굴대받이,bushing,
부슁,bushing,
축받이,bushing,
굴대받이,bushing,
부슁,bushing,
축받이,bushing,
굴대받이,bushing,
부슁,bushing,
축받이,bushing,
나비 밸브,butterfly valve,
나비 여닫개,butterfly valve,
나비형 밸브,butterfly valve,
나비형 여닫개,butterfly valve,
나비 밸브,butterfly valve,
나비 여닫개,butterfly valve,
나비형 밸브,butterfly valve,
나비형 여닫개,butterfly valve,
나비 밸브,butterfly valve,
나비 여닫개,butterfly valve,
나비형 밸브,butterfly valve,
나비형 여닫개,butterfly valve,
나비 밸브,butterfly valve,
나비 여닫개,butterfly valve,
나비형 밸브,butterfly valve,
나비형 여닫개,butterfly valve,
버팀 효과,buttressing effect,
뷰더알데하이드,butyraldehyde,
우회흐름,bypass,
우회,bypass,
우회흐름,bypass,
우회,bypass,
우회 흐름,bypass flow,
우회 주입기,bypass injector,
우회 손실,bypass loss,
우회 여닫개,bypass valve,
우회 흐름,bypassing flow,
전선,cable,
케이블,cable,
전선,cable,
케이블,cable,
바구니,cage,
케이쥐,cage,
바구니,cage,
케이쥐,cage,
바구니 화합물,cage compound,
바구니 효과,cage effect,
바구니 구조,caged structure,
케cake,
점결성,caking,
점결 능력,caking ability,
소성,calcination,
소성반응,calcination,
소성,calcination,
소성반응,calcination,
소성 에너지,calcination energy,
소성기,calciner,
방해석,calcite,
캘린더,calender,
캘린더링,calendering,
보정 상수,calibrating constant,
검량,calibration,
검정,calibration,
눈금매기기,calibration,
보정,calibration,
검량,calibration,
검정,calibration,
눈금매기기,calibration,
보정,calibration,
검량,calibration,
검정,calibration,
눈금매기기,calibration,
보정,calibration,
검량,calibration,
검정,calibration,
눈금매기기,calibration,
보정,calibration,
보정 곡선,calibration curve,
검정 곡선,calibration curve,
보정 곡선,calibration curve,
검정 곡선,calibration curve,
보정 공식,calibration formula,
열량,calorie,
열량계,calorimeter,
열량 측정,calorimetry,
열량 측정법,calorimetry,
열량 측정,calorimetry,
열량 측정법,calorimetry,
칼로리,calory,
장뇌,camphor,
칸델라,candela,
수수 설탕,cane sugar,
바른틀 모듬,canonical form,
바른틀 앙쌍블,canonical form,
바른틀 모듬,canonical form,
바른틀 앙쌍블,canonical form,
바른틀꼴,canvas,
정준형,canvas,
바른틀꼴,canvas,
정준형,canvas,
캔버스,capacitance,
정전용량,capacitance probe,
커패씨턴스,capacitance probe,
정전용량,capacitance probe,
커패씨턴스,capacitance probe,
용량,capacity current,
용량 전류,capacity factor,
용량 인자,capacity lag,
용량비,capillarity,
모세관 작용,capillary action,
모세관 흐름,capillary column,
모세관 응축,capillary condensation,
모세관 전위계,capillary electrometer,
모세관 흐름,capillary flow,
모세관 유량계,capillary flowmeter,
모세관 수,capillary number,
모세관 현상,capillary phenomenon,
모세관 이론,capillary theory,
모세관 수,capillary water,
자본 설비,capital equipment,
자본 투자,capital investment,
설비 투자,capital investment,
자본 투자,capital investment,
설비 투자,capital investment,
자본화 비용,capotalized cost,
카프로락탐,caprolactam,
껍질,capsid,
바깥껍질,capsule,
캡술,capsule,
슐,capsule,
바깥껍질,capsule,
캡술,capsule,
슐,capsule,
바깥껍질,capsule,
캡술,capsule,
슐,capsule,
포착,capture,
포획,capture,
포착,capture,
포획,capture,
포착 속도,capture velocity,
포획 속도,capture velocity,
포착 속도,capture velocity,
포획 속도,capture velocity,
카벤류,carbenoid,
카벤형,carbenoid,
카벤류,carbenoid,
카벤형,carbenoid,
카보알콕시화,carboalkoxylation,
카보알콕시화반응,carboalkoxylation,
카보알콕시화,carboalkoxylation,
카보알콕시화반응,carboalkoxylation,
탄수화물,carbohydrate,
함수탄소,carbohydrate,
탄수화물,carbohydrate,
함수탄소,carbohydrate,
탄소정량계,carbometer,
탄소 아크 용접,carbon arc welding,
카본 블L,carbon black,
탄소 벽돌,carbon brick,
카본 브러쉬,carbon brush,
탄소 솔,carbon brush,
카본 브러쉬,carbon brush,
탄소 솔,carbon brush,
탄소 원자로 연료실,carbon burnup cell,
탄소 함량,carbon content,
탄소 함유량,carbon content,
탄소 함량,carbon content,
탄소 함유량,carbon content,
탄소 순환,carbon cycle,
이산화 탄소,carbon dioxide,
탄소 효율,carbon efficiency,
탄소 전극,carbon electrode,
탄소 섬유,carbon fiber,
탄소 재료,carbon material,
일산화 탄소,carbon monoxide,
탄소 나노튜브,carbon nanotube,
탄소 충전,carbon packing,
탄소 내화물,carbon refractory,
탄소 저항기,carbon resistor,
탄소 가감저항기,carbon rheostat,
탄소 막대 분무기,carbon rod atomizer,
탄소 골격,carbon skeleton,
탄소질 흡착제,carbonaceous adsorbent,
카보늄 이온,carbonium ion,
탄화,carbonization,
건류 가스,carbonization gas,
금강사,carborundum,
카보런덤,carborundum,
금강사,carborundum,
카보런덤,carborundum,
카복시 말단,carboxyl end,
카르복시화효소,carboxylase,
카복실레이스,carboxylase,
카르복시화효소,carboxylase,
카복실레이스,carboxylase,
카복시화,carboxylation,
카복시화반응,carboxylation,
카복시화,carboxylation,
카복시화반응,carboxylation,
카복시 말단,carboxy-terminus,
기화기,carburetter,
기화기,carburettor,
발암물질,carcinogen,
발암성,carcinogenic,
카드 판독기,card reader,
육식,carnivore,
육식동물,carnivore,
육식,carnivore,
육식동물,carnivore,
카싸이클,Carnot's cycle,
카르노 싸이클,Carnot's cycle,
카싸이클,Carnot's cycle,
카르노 싸이클,Carnot's cycle,
캐로틴,carotene,
캐로틴류,carotenoid,
왕복대,carriage,
담체,carrier,
반송파,carrier,
보균자,carrier,
운반체,carrier,
담체,carrier,
반송파,carrier,
보균자,carrier,
운반체,carrier,
담체,carrier,
반송파,carrier,
보균자,carrier,
운반체,carrier,
담체,carrier,
반송파,carrier,
보균자,carrier,
운반체,carrier,
담체 기체,carrier gas,
운반 기체,carrier gas,
담체 기체,carrier gas,
운반 기체,carrier gas,
운반 단백질,carrier protein,
동반배출,carryover,
캐뤼오버,carryover,
동반배출,carryover,
캐뤼오버,carryover,
동반배출 손실,carryover loss,
카트륀지,cartridge,
캐스케이드,cascade,
다단,cascade,
캐스케이드,cascade,
다단,cascade,
다단 제어,cascade control,
다단 결정화,cascade crystallization,
다단 충격기,cascade impactor,
다단 냉동 싸이클,cascade refrigeration cycle,
다단식 단,cascade tray,
카쎄인 접착제,casein adhesive,
현금 흐름,cash flow,
케이씽,casing,
집,casing,
케이씽,casing,
집,casing,
탕관,casserole,
주물,casting,
주조,casting,
주형,casting,
주물,casting,
주조,casting,
주형,casting,
주물,casting,
주조,casting,
주형,casting,
주물,castings,
피마자 기름,castor oil,
이화대사 억제,catabolic repression,
분해대사,catabolism,
분해대사작용,catabolism,
이화대사,catabolism,
이화대사작용,catabolism,
분해대사,catabolism,
분해대사작용,catabolism,
이화대사,catabolism,
이화대사작용,catabolism,
분해대사,catabolism,
분해대사작용,catabolism,
이화대사,catabolism,
이화대사작용,catabolism,
분해대사,catabolism,
분해대사작용,catabolism,
이화대사,catabolism,
이화대사작용,catabolism,
분해대사물,catabolite,
분해대사물질,catabolite,
이화대사물,catabolite,
이화대사물질,catabolite,
분해대사물,catabolite,
분해대사물질,catabolite,
이화대사물,catabolite,
이화대사물질,catabolite,
분해대사물,catabolite,
분해대사물질,catabolite,
이화대사물,catabolite,
이화대사물질,catabolite,
분해대사물,catabolite,
분해대사물질,catabolite,
이화대사물,catabolite,
이화대사물질,catabolite,
캐탈레이스,catalase,
촉매,catalyser,
촉매반응,catalysis,
촉매작용,catalysis,
촉매반응,catalysis,
촉매작용,catalysis,
촉매,catalyst,
촉매제,catalyst,
촉매,catalyst,
촉매제,catalyst,
촉매 활성,catalyst activity,
촉매 담체,catalyst carrier,
촉매 불활성화,catalyst deactivation,
촉매 퇴적물,catalyst deposit,
촉매 수명,catalyst life,
촉매 입자,catalyst particle,
촉매 피독,catalyst poison,
촉매 반응,catalyst reaction,
촉매 재생,catalyst regeneration,
촉매 활성,catalytic activity,
촉매 상수,catalytic constant,
접촉 전환,catalytic conversion,
촉매 전환,catalytic conversion,
접촉 전환,catalytic conversion,
촉매 전환,catalytic conversion,
접촉 전환 방식,catalytic conversion equation,
촉매 전환 방식,catalytic conversion equation,
접촉 전환 방식,catalytic conversion equation,
촉매 전환 방식,catalytic conversion equation,
촉매 전환기,catalytic converter,
접촉 전환기,catalytic converter,
촉매 전환기,catalytic converter,
접촉 전환기,catalytic converter,
접촉 분해반응,catalytic cracking,
촉매 분해반응,catalytic cracking,
접촉 분해반응,catalytic cracking,
촉매 분해반응,catalytic cracking,
접촉 전류,catalytic current,
촉매 전류,catalytic current,
접촉 전류,catalytic current,
촉매 전류,catalytic current,
접촉 분해반응,catalytic decomposition,
촉매 분해반응,catalytic decomposition,
접촉 분해반응,catalytic decomposition,
촉매 분해반응,catalytic decomposition,
촉매 탈수소염소화,catalytic dehydrochlorination,
접촉 탈수소염소화반응,catalytic dehydrochlorination,
촉매 탈수소염소화,catalytic dehydrochlorination,
접촉 탈수소염소화반응,catalytic dehydrochlorination,
접촉 탈황,catalytic desulfurization,
촉매 탈황,catalytic desulfurization,
촉매 탈황 반응,catalytic desulfurization,
접촉 탈황,catalytic desulfurization,
촉매 탈황,catalytic desulfurization,
촉매 탈황 반응,catalytic desulfurization,
접촉 탈황,catalytic desulfurization,
촉매 탈황,catalytic desulfurization,
촉매 탈황 반응,catalytic desulfurization,
촉매 배기 장치,catalytic exhaust system,
촉매 수소화 반응,catalytic hydrogenation,
촉매 수소화,catalytic hydrogenation,
접촉 수소화,catalytic hydrogenation,
접촉 수소화 반응,catalytic hydrogenation,
촉매 수소화 반응,catalytic hydrogenation,
촉매 수소화,catalytic hydrogenation,
접촉 수소화,catalytic hydrogenation,
접촉 수소화 반응,catalytic hydrogenation,
촉매 수소화 반응,catalytic hydrogenation,
촉매 수소화,catalytic hydrogenation,
접촉 수소화,catalytic hydrogenation,
접촉 수소화 반응,catalytic hydrogenation,
촉매 수소화 반응,catalytic hydrogenation,
촉매 수소화,catalytic hydrogenation,
접촉 수소화,catalytic hydrogenation,
접촉 수소화 반응,catalytic hydrogenation,
접촉 산화,catalytic oxidation,
촉매 산화,catalytic oxidation,
접촉 산화,catalytic oxidation,
촉매 산화,catalytic oxidation,
촉매 중합,catalytic polymerization,
촉매 중합 반응,catalytic polymerization,
촉매 중합,catalytic polymerization,
촉매 중합 반응,catalytic polymerization,
촉매 반응,catalytic reaction,
촉매 반응기,catalytic reactor,
접촉 개질,catalytic reforming,
접촉 개질반응,catalytic reforming,
접촉 개질,catalytic reforming,
접촉 개질반응,catalytic reforming,
촉매 자리,catalytic site,
촉매 장치,catalytic unit,
촉매 화학 반응,catalyzed chemical reaction,
촉매,catalyzer,
전기영동,cataphoresis,
사슬 화합물,catena compound,
사슬 2량체,catenated dimer,
사슬화,catenation,
사슬화반응,catenation,
사슬화,catenation,
사슬화반응,catenation,
음극,cathode,
환원전극,cathode,
음극,cathode,
환원전극,cathode,
음극 구리,cathode copper,
음극 구리동,cathode copper,
음극 구리,cathode copper,
음극 구리동,cathode copper,
음극 결합,cathode coupling,
음극 전류,cathode current,
음극 백열,cathode glow,
음극 백열광,cathode glow,
음극 백열,cathode glow,
음극 백열광,cathode glow,
음극 휘점,cathode spot,
음극 광점,cathode spot,
음극 휘점,cathode spot,
음극 광점,cathode spot,
음극화 보호,cathodic protection,
음극 반응,cathodic reaction,
음극 환원,cathodic reduction,
음극 벗김 분석,cathodic stripping analysis,
양이온,cation,
양이온 교환,cation exchange,
양이온 교환 수지,cation exchange resin,
양이온 중합반응,cationic polymerization,
양이온성 중합,cationic polymerization,
양이온 중합반응,cationic polymerization,
양이온성 중합,cationic polymerization,
양이온 계면활성제,cationic surfactant,
양이온성,cationoid,
가성 알칼리,caustic alkali,
가성 칼륨,caustic potash,
가성 소다,caustic soda,
가성화 재,causticized ash,
가성화제,causticizer,
가성화,causticizing,
공동화,cavitation,
공동,cavity,
천정 온도,ceiling temperature,
세포,cell,
쎌,cell,
용기,cell,
전지,cell,
세포,cell,
쎌,cell,
용기,cell,
전지,cell,
세포,cell,
쎌,cell,
용기,cell,
전지,cell,
세포,cell,
쎌,cell,
용기,cell,
전지,cell,
세포 나이,cell age,
세포 수명,cell age,
세포 나이,cell age,
세포 수명,cell age,
세포 껍질,cell coat,
세포 조성,cell composition,
용기 상수,cell constant,
세포 상수,cell constant,
용기 상수,cell constant,
세포 상수,cell constant,
세포 배양,cell culture,
세포 주기,cell cycle,
세포 파열,cell disruption,
세포 에너지론,cell energetics,
세포 분획,cell fractionation,
세포 분획법,cell fractionation,
세포 분획,cell fractionation,
세포 분획법,cell fractionation,
세포 융합,cell fusion,
세포 길이,cell length,
용기 길이,cell length,
세포 길이,cell length,
용기 길이,cell length,
세포 신진대사,cell metabolism,
세포 물질대사,cell metabolism,
세포 신진대사,cell metabolism,
세포 물질대사,cell metabolism,
세포 평판배양,cell plating,
세포 형질전환 시험,cell transformation test,
세포 수송 기작,cell transport mechanism,
세포 시감도,cell visibility,
쎌로바이오우스,cellobiose,
쎌로환,cellophane,
쎌로판,cellophane,
쎌로환,cellophane,
쎌로판,cellophane,
세포 불꽃,cellular flame,
발포 플래스,cellular plastics,
쎌룰레이스,cellulase,
쎌룰레이드,celluloid,
섬유소,cellulose,
쎌룰로우스,cellulose,
섬유소,cellulose,
쎌룰로우스,cellulose,
쎌룰로우스 접착제,cellulose adhesive,
섭씨 눈금,Celsius scale,
온도 눈금,Celsius scale,
섭씨 눈금,Celsius scale,
온도 눈금,Celsius scale,
씨멘트,cement,
접착제,cement,
씨멘트,cement,
