한글,영어,일어
열개돌기,dehiscence papilla,逸出突起
열개과(裂開果),dehiscent fruit,製開果
탈이온수,deionized water,脫イオン水
삼각근,deltoid muscle,三角筋
반판(半板),demiplate,半 板
수지상 세포,dendritic cell,樹狀細胞
수지상,dendroid,樹枝狀--形
측수기,dendrometer,測樹器
탈질소(반응),denitrification,脫窒
치아,dens,⑴ 齒 ⑵ 齒狀突起
조밀결합조직,dense connective tissue,密性結合組織
밀도구배 원심 분리(법),density gradient centrifugation,密度勾配遠心分離[法]
치섬유,dental fiber,齒纖維
치식,dental formula,齒 式
치유두,dental papilla,齒乳頭
치판,dental plate,齒 板
치수(齒髓),dental pulp,齒 髓
"치질(齒質), 상아질",dentine,ぞうげ質
"치열, 치아생성",dentition,齒 列
디옥시코르티코스테론,deoxycorticosterone,デオキシコルチコステロン
종속분화,dependent differentiation,依存[性]分化
탈색소(반응),depigmentation,色素消失
원형질복귀,deplasmolysis,原形質復歸
눌린 원형,depressed orbicular,平円形--形
억제효과,depression effect,抑制?果
유도체의,derivative,⑴ 派生物((體)) ⑵ 誘導體
진피성경골,dermal bone,皮 骨
피부선,dermal gland,皮膚腺
"피층, 진피층",dermal layer,皮 層
원표피근관,dermatocalyptrogen,原表皮根冠
"원표피, 피부원",dermatogen,原表皮
"진피판, 진피절",dermatome,⑴ 眞皮節 ⑵ 皮膚採取器(デルマト－ム)
"진피의, 진피",dermis,眞 皮
사막,desert,砂 漠
황원,deserta,荒 原
장구말,desmids,チリモ類
영양세포분열,desmoschisis,デスモスチシス
데스모신,desmosine,デスモシン
유한,determinate,有限--形
염전복귀(捻轉復歸),detorsion,ねじれ戾り
해독작용,detoxification,解毒作用
"후구동물, 신구동물",deuterostome,新口動物(後口動物)
데본기,Devonian period,デボン紀
우권(右卷),dextrorse,右卷き--形
요붕증,diabetes insipidus,尿崩症
교차형기공,diacytic stoma,直交型氣孔 (ナデシコ型氣孔)
민물바다물회유어류,diadromous fish,通し回遊魚
횡지성,diageotropism,橫地性  (傾斜重力屈性)
감별표,diagnostic table,識別表
디아미노피멜산,diaminopimelic acid,ジアミノピメリン酸
이수술의,diandrous,二雄ずい--形
횡굴광성,diaphototropism,橫光性
"조리개, 격막, 횡격막",diaphragm,⑴ 橫膈膜 ⑵ 膈 膜
"골간, 뼈대",diaphysis,骨 幹
늑와(肋窩),diapophysis,橫突起關節
이원형,diarch,二原型--形
가동관절,diarthrosis,可動關節((結合))
"확장기, 이완기",diastole,し緩期((相))
횡굴성,diatropism,側面屈性
기산상취산화서(岐 狀聚 花序),dichasial cyme,二出集散花序
기산화서,dichasium,二出集散花序
이중화피,dichlamydeous,二重花被--形
디클로로페닐디메틸우레아,dichlorophenyldimethyl urea,ジクロロフェニルジメチル尿酸 (DCMU)
"이차, 차상",dichotomous,二又--形
양축분지,dichotomous branching,二又分枝
이분식검색표,dichotomous key,二分式檢索表
이차성가축(二叉性假軸),dichotomous sympodium,二又性假軸
차상맥계,dichotomous venation,二又脈系
이색성,dichroism,二色性
"이성화, 자웅이화",diclinous flower,異性花
이구립,dicolpate grain,二溝粒【花粉の】
이구공립,dicolporate grain,二溝孔粒【花粉の】
쌍떡잎류,dicots,雙子葉類
쌍떡잎식물,dicotyledons,雙子葉類
쌍떡잎성,dicotyly,雙子葉性
이환,dicyclic,二環--形 【中心柱の】
이환망상중심주,dicyclic dictyostele,二環網狀中心柱
이륜화,dicyclic flower,二輪花
이환중심주,dicyclic stele,二環中心柱
탈피간(脫皮間),diecdysis,脫皮間期
산공재,diffuse-porous wood,散孔材
확산,diffusion,擴 散
확산압 낙차,diffusion pressure deficit,擴散壓差
이기종(二基種),digenomic species,二基種
소화효소,digestive enzyme,消化酵素
@소화샘,digestive gland,消化腺
소화기관,digestive organ,消化器官
소화계통,digestive system,消化系
"손가락, 발가락",digit,⑴ 指 ⑵ あしゆび*趾*
장상(掌狀),digitate,掌狀--形
디지토닌,digitonin,ジギトニン
"확장근, 확장약",dilator,散大筋
이수성화,dimerous flower,二數花
이형,dimorphic,二形--形
이형화,dimorphic flower,二形花
디니트로페놀,dinitrophenol,ジニトロフェノ－ル  (DNP)
"와편모조류, 쌍편모조류",dinoflagellate,渦べん*鞭*毛蟲類
공룡류,dinosaur,恐龍[類]
간뇌강,diocoel,間腦腔
디펩티다아제,dipeptidase,ジペプチダ－ゼ
디포스포글리세르산,diphosphoglycerate,ジホスホグリセリン酸
디포스포피리딘 뉴클레오티드,diphosphopyridine nucleotide,ジホスホピリジンヌクレ オチド (DPN)
양습기(兩褶?),diphycercal fin,兩形尾(二又びれ)
이생치,diphyodont,一換齒(二生齒)
이회유영성,diplanetism,二回遊泳性
디플루룰라,dipleurula,ディプリュ－ルラ期
복상생물,diplobiont,ディプロビオント
이배엽성 동물,Diploblastica,二胚葉動物
디플로포아,diplopore,雙 孔
쌍중심소체,diplosome,複中心子
배수수술,diplostemonous,順二輪雄ずい--形
이공립,diporate grain,二孔粒【花粉の】
이당류,disaccharide,二糖類
적아(摘芽),disbudding,摘芽
디스크전기영동,disc electrophoresis,ディスク電氣泳動
반상포배,discoblastula,盤狀胞胚
자낭반,discocarp,子囊盤
"반상, 원판상",discoid,円盤狀--形
불연속생장륜,discontinuous growth ring,不連續成長輪
판별분석,discriminant analysis,判別分折
"소독, 살균",disinfection,消 毒
중심꽃,disk flower,中心化【頭狀花序の】
상해작용,disoperation,相害作用
이정수정,dispermy,二 精
"산생, 분산된",dispersed,散生--形
전위행동,displacement behavior,轉移行動
"교태, 구애행동",display,誇示[行動]ディスプレイ
산포형,disseminule form,散布型
체절간막,dissepiment,⑴ 隔 壁 ⑵ 膈 膜
해리곡선,dissociation curve,解離曲線
원극,distal pole,遠心極
원격수용체,distance receptor,遠隔受容器
대생(對生)의,distichous,二列生―形
대생잎차례,distichous phyllotaxis,二列生葉序
대생,distichy,二列生
혼란과시,distraction display,はぐらかし誇示
이형화주,distyly,二形花柱
이뇨(작용),diuresis,利 尿
이뇨호르몬,diuretic hormone,利尿ホルモン
주행성,diurnal,⑴ 晝行性 -- 形 ⑵ 日周性 -- 形
다양성지수,diversity index,多樣度指數
"맹낭, 계실, 곁주머니",diverticulum,⑴ 憩 室 ⑵ [分]岐腸
이란성 쌍생아,dizygotic twin,二卵性雙生兒 (二卵性ふたご)
등쪽대동맥,dorsal aorta,背部大動脈
등지느러미,dorsal fin,背びれ
등아가미,dorsal gill,背?
배각(背角),dorsal horn,背 角(後 角)
배순,dorsal lip,⑴ [原口]背唇 ⑵ 背 唇
등쪽 중배엽,dorsal mesoderm,背部中胚葉
등쪽늑골(背肋骨),dorsal rib,背部ろく骨
"배근(背根), 등쪽 뿌리",dorsal root,背 根(後根)
겹꽃,double flower,重弁花
이중년륜,double ring,重年輪
이중거치,double serrate,重きょ@鋸@齒--形
노균병,downy mildew,べと病
권산화서,drepanium,かま形花序
"내적동인, 충동",drive,⑴ 衝 動 ⑵ 動 因
구동력,driving force,驅動力
수펄,drone,雄バチ
현적배양,drop culture,点滴培養
약제내성인자,drug resistance factor,藥劑抵抗性因子
"핵과, 석과(石果)",drupe,石果 (核果)
소핵과,drupel,小石果 (小核果)
건계절형,dry form,乾季型
관,duct,管
동맥관,ductus arteriosus,動脈管
총담관,ductus choledochus,總膽管
정관,ductus deferens,[輪]精管
정맥관,ductus venosus,靜脈管
노예제도,dulosis,奴隷制
사구식물(砂丘∼),dune plant,砂丘植物
십이지장,duodenum,十二指腸
경막(硬膜),dura mater,[腦]硬膜
왜생관목,dwarf shrub,わい@矮@生低木
이질균,dysentery bacillus,赤痢菌
호흡곤란,dyspnoea,呼吸困難
이소골,ear ossicle,耳小骨
초기 수용체 전위,early receptor potential,早期受容器電位
춘재(春材),early wood,早 材
탈피,ecdysis,脫 皮
"정착, 토착",ecesis,定着
자상,echinate,とげでおおわれた--形
에키노크롬,echinochrome,エキノクロム
에키노플루테우스,echinopluteus,エキノプルテウス[幼生]
반향정위,echolocation,反響定位
생태기후,ecoclimate,生態氣候
생태적 밀도,ecological density,生態密度
생태적에너지론,ecological energetics,生態學的エネルギ－論
생태적평형,ecological equilibrium,生態的平衡
생태적동위종,ecological equivalent species,生態的同位種
생태지리학,ecological geography,生態地理學
생태군,ecological group,生態群
생태적지표(종),ecological indicator,生態學的指標
생태피라미드,ecological pyramid,生態ピラミッド
생태적역치,ecological threshold,生態的?値
생태기생생물,ecoparasite,非病原性寄生體
외사골,ectethmoid,外し*篩*骨
엑토카르핀,ectocarpin,エクトカルピン
외중배엽,ectomesoderm,外胚葉系中胚葉
외균근,ectomycorrhiza,外菌根
외사복병립관다발,ectophloic bicollateral bundle,外師@篩@複竝立維管束
외사관상중심주,ectophloic siphonostele,外師@篩@管狀中心柱
자궁외 임신,ectopic pregnancy,子宮外姙娠
"외질, 외육",ectosarc,外 肉
외생균근,ectotrophic mycorrhiza,外菌根
토양적극상,edaphic climax,土壤的極相
토양인자,edaphic factor,土壤要因
주변효과,edge effect,周??果
유효적산온도,effective accumulative temperature,有效積算溫度
유효 막저항,effective membrane resistance,有效膜抵抗
유효출판,effective publication,有?出版
난실,egg chamber,卵 室
난원통,egg cylinder,卵 筒
난막,egg membrane,卵 膜
"알부수개, 난치",egg tooth,卵 齒
"사정관, 사출관",ejaculatory duct,射精管
사출체,ejectosome,射出胞
외층,ektexine,外 層【花粉の】
엘라이오솜,elaiosome,エライオソ－ム
탄력성연골,elastic cartilage,彈性軟骨
탄력성섬유,elastic fiber,彈性纖維
전기어류,electric fish,電氣魚
발전기관,electric organ,電氣器官(電氣器官)
전기연접,electrical synapse,電氣シナプス
심전도,electrocardiogram,"心電圖(ECG, EKG)"
뇌전도,electroencephalogram,腦電圖(EEG)(腦 波)
전기발생 펌프,electrogenic pump,起電性[イオン]ポンプ
전해질,electrolyte,電解質
기전력,electromotive force,起電力
전자운반체,electron carrier,電子傳達體
전자전달계,electron transport system,電子傳達系
전기영동도,electrophoretic mobility,電氣泳動移動度
전기수용,electroreception,電氣受容
전기수용체,electroreceptor,電氣受容器
전기긴장성 전위,electrotonic potential,電氣緊張性電位
전기긴장,electrotonus,電氣緊張
"상거운동(上擧運動), 융기",elevation,隆 起
"유출자, 유도인자",elicitor,誘導因子 【フイトアレキシンの】
"타원형, 타원체",ellipsoid,だ円體
타원형의,ellipsoidal,だ円形--形
타원형,elliptical,だ円形--形
엘톤피라미드,Eltonian pyramid,エルトンのピラミッド
"요두, 오목꼴",emarginate,凹頭--形
엠보이트멘트 설,emboitement theory,いれこ說
"관다발폐색, 색전증",embolism,塞栓症
색전,embolus,⑴ 栓 子 ⑵ 塞 栓
배순환,embryonic circulation,胚[體]循環
@배막,embryonic membrane,胚 膜
배포,embryophore,幼蟲被殼
수정(修正),emendation,修正【命名上の】
위급설,emergency theory,救急說
정수초원,emergent grassland,抽水草原
에머슨효과,Emerson effect,エマ－ソン?果
이출,emigration,移 出
기종,emphysema,氣しゅ*腫*
"욕반, 조간반(爪間盤)",empodium,爪間體
에나멜,enamel,エナメル質
에나멜기관,enamel organ,エナメル器
"융기생장, 엽상돌기",enation,とげ狀突起
뇌염,encephalitis,腦 炎
뇌형성,encephalization,⑴ 頭集中 ⑵ 大腦化
뇌척수염,encephalomyelitis,腦脊髓炎
피낭 유충,encysted larva,被囊幼蟲
피낭형성,encystment,被 囊
말단기,end organ,終末器官
절멸위기종,endangered species,絶滅危ぐ種
종뇌,end-brain,終 腦
심내막,endocardium,心內膜
연골내골,endochondral bone,軟骨性骨
연골내골화,endochondral ossification,軟骨內骨化
엔도콘,endocone,內円錐
내분비샘,endocrine gland,內分泌腺
내분비계,endocrine system,內分泌系
내큐티클층,endocuticle,內角皮
내림프,endolymph,內リンパ
내림프관,endolymphatic duct,內リンパ管
내부난편생식,endomerogony,エンドメロゴニ－
"내신경막, 신경내막",endoneurium,神經內膜
내측판,endopleurite,內側甲
내지,endopodite,內 肢
"내질, 내육",endosarc,內 肉
내골격,endoskeleton,內骨格
내복판(內腹板),endosternite,內腹甲
골내막,endosteum,骨內膜
내주(內柱),endostyle,內 柱
내피,endothelium,內 皮
내온동물,endotherm,內溫動物
내온성,endothermy,內溫性
내흉골,endothorax,內胸骨
동물체내산포,endozoochore,動物體內散布
"끝편, 말단축사",end-piece,⑴ 終 片 ⑵ 末端部
종판전위,end-plate potential,終板電位(EPP)
에너지 전달,energy transfer,エネルギ-轉移
엔그람,engram,エングラム
엔케팔린,enkephalin,エンケファリン
장체강,enterocoel,腸體腔
앤테로가스트론,enterogastrone,エンテロガストロン
엔테로키나아제,enterokinase,エンテロキナ－ゼ
전연(全緣),entire,全綠--形
곤충학,entomology,昆蟲學
동조,entrainment,同調化(エントレインメント)
환경조절실,environment control room,人工氣象室
환경생물학,environmental biology,環境生物學
환경보호,environmental protection,環境保護
환경과학,environmental science,環境科學
효소-기질복합체,enzyme-substrate complex,酵素 - 基質複合體
시신세,Eocene,始新世
상축근(上軸筋),epaxial muscle,背側筋
에파프스,ephapse,エファプス
난각막,ephippium,卵殼包
에피라유생,ephyra,エフィ[ル]ラ
심장외막,epicardium,心外膜
"윗뚜껑띠, 상대",epicingulum,上帶
상추(上錐),epicone,上錐
상배축(上胚軸),epicotyl,上胚軸
두개봉합선,epicranial suture,頭がい*蓋*縫合線
머리덮개,epicranium,⑴ 頭がい*蓋* ⑵ 頭がい*蓋*頂
외각피,epicuticle,⑴ 外表皮 ⑵ 表角皮 ⑶ 表層クチクラ
외피세포,epicyte,細胞外膜
현시행위,epideictic display,顯示誇示行動
역학,epidemiology,疫學
표피계,epidermal system,表皮系
표피조직,epidermal tissue,表皮組織
부정소,epididymis,精巢上體(副精巢)
표재동물,epifauna,表生動物
착생식물상,epiflora,着生植物相
지상성,epigeal,地土性--形
지상떡잎,epigeal cotyledon,地土子葉
지상발아,epigeal germination,地上發芽
땅위줄기,epigeal stem,地上莖
후두개,epiglottis,のどぶた
"자방하위, 암술상생",epigynous,子房上--形
자방하위꽃,epigynous flower,子房下位花
암상착생,epilithic,岩上着生--形
투피(套皮),epimatium,とう皮
상분절,epimere,上分節
선절,epimerite,先 節
후측판,epimeron,⑴ 基節板 ⑵ 後側板 ⑶ 肢上部
부가형성,epimorphosis,⑴ 整形變態 ⑵ 付加形成
상편생장,epinasty,上偏成長
에피네프린,epinephrine,エピネフリン
신경외막,epineurium,神經上膜
화판상생(花瓣上生),epipetalous,花冠着生--形
화판상생수술,epipetalous stamen,花弁上雄ずい
상인두,epipharynx,上いん*咽*頭
"동개(冬蓋), 구막(口膜)",epiphragm,冬がい*蓋*
엽착생식물,epiphyll,上葉
엽상(葉上),epiphyllous,葉上--形
"골단, 송과체",epiphysis,⑴ 骨 端 ⑵ 上生骨/上生體
송과선,epiphysis cerebri,上生體
"식물착생생물, 착생식물",epiphyte,着生植物
"착생식물의, 식물착생의",epiphytic,着生--形
"엽상판, 부지",epipodite,副 肢
상족,epipodium,上 足
항문위판,epiproct,肛上板
상익상골,epipterygoid,上翼狀骨
"상흉골(上胸骨), 전측판",episternum,⑴ 上胸骨 ⑵ 前側板
구상돌기,epistome,⑴ 口がい*蓋* ⑵ 口上板 ⑶ 口上突起
상조(上條),epistriatum,上線條體
시상상부,epithalamus,視床上部
"외협, 윗뚜껑",epitheca,上殼
자실상층,epithecium,子實上層
상피세포,epithelial cell,エピセリウム細胞
태아표피,epitrichium,胚表皮
"윗뚜껑면, 상개각",epivalve,上がい@蓋@殼
착생동물,epizoan,着上動物
동물체착생생물,epizoon,體表寄生動物
동물유행병성,epizootic,動物間流行性 -- 形
end-plate potential,EPP,EPP
excitatory postsynaptic potential,EPSP,EPSP
적도,equator,赤道面
측개꽃밥(側開葯),equifacial anther,側向や〈@葯@
에퀴레닌,equilenin,エキレニン
과상(跨狀),equitant,またぎ重ね--形
등가 회로,equivalent circuit,等價回路
직립,erect,直立--形
직립배주,erect ovule,直生胚珠
직립근,erect root,直立根
직립경,erect stem,直立莖
인간공학,ergonomics,⑴ 人間工學 ⑵ 勞動　率學
에르고스테롤,ergosterol,エルゴステロ－ル
에리크토이디나,erichthoidina,エリクトイディナ[幼生]
에리크트스,erichthus,エリクツス[幼生]
"마식, 침식",erosion,びらん
착오성수선,error-prone repair,誤りがちな修復
홍반,erythema,紅 斑
에리트로크루오린,erythrocruorin,エリトロクルオリン
적혈구 침강속도,erythrocyte sedimentation rate,赤血球沈降速度
적색소세포,erythrophore,赤色素胞
야생회기,escape,⑴ エスケ－プ ⑵ 逃避
도피 응답,escape response,逃避反應
야생회기식물,escaped plant,逸出植物
에세린,eserine,エゼリン
정유,essential oil,精油
정착,establishment,定着
에스트라디올,estradiol,エストラジオ－ル
에스트리올,estriol,エス トリオ－ル
에스트론,estrone,工ストロン
발정주기,estrous cycle,發情周期
딸기상열매,etaerio,イチゴ狀果
에틸알코올,ethyl alcohol,エチルアルコ－ル
에틸렌,ethylene,エチレン
"황화유식물, 황화묘종",etiolated seedling,黃化芽ばえ (もやし)
황백화색소체,etioplast,エチオプラスト
진화설(眞花說),euanthium theory,眞花說
진체강동물,eucoelomate,眞體腔類
진핵,eukaryon,眞 核
진정후생동물,Eumetazoa,眞後生動物
유럽시베리아식물구,Euro-Siberian floral region,ヨ－ロッパシベリア植物  區系區
광식성,euryphagous,廣食性 -- 形
진정포자낭,eusporangium,眞囊胞子囊
유스타키관,Eustachian tube,エウスタキオ((ユ－スタキ－))管
진정중심주,eustele,眞正中心柱
진가슴판,eusternum,眞腹板
진수류,eutherian,眞獸類
팽출,evagination,膨 出
표면증산(량),evapotranspiration,蒸發散
우수우상,even-pinnate,偶數羽狀--形
사철개화,ever-flowering,四季??き
상록,evergreen,常綠--形
상록초원,evergreen grassland,常綠草原
상록수,evergreen tree,常綠樹
환기작용,evocation,喚起[作用]
외원형,exarch,外原型--形
편심생장,excentric growth,偏心成長
"자실층탁 , 외피층",excipulum,外皮層
흥분성,excitability,興奮性
흥분성 막,excitable membrane,興奮性膜
"흥분, 여기",excitation,⑴ 興 奮 ⑵ 勵 起
흥분수축연관,excitation-contraction coupling,興奮收縮連關
흥분성시냅스후전위,excitatory postsynaptic potential,興奮性シナプス後電位(EPSP)
배출관,excretory canal,排出管
배설공,excretory pore,排出孔
유출성,excurrent,主軸突出形--形
"외피, 표벽",exine,エキシン【花粉の】
외적적응,exoadaptation,外的適應
외분비샘,exocrine gland,外分泌腺
외큐티클,exocuticle,外角皮
외낭배,exogastrula,外[原]腸胚
외낭배형성,exogastrulation,外[原]腸胚形成
외생분지,exogenous branching,外生分枝
외생생장,exogenous growth,外生成長
외생포자,exogenous spore,外性胞子
펩티드말단가수분해효소,exopeptidase,エキソペプチダ－ゼ
외지,exopodite,外 肢
외향(外向),exoscopic,外向--形
외향배,exoscopic embryo,外向胚
외골격,exoskeleton,⑴ 外骨格 ⑵ 皮膚骨格
외삼투,exosmosis,外方浸透
"외막, 포자외막",exosporium,外膜
외생,exotrophic,外生--形
실험생태학,experimental ecology,實驗生態學
실험형태학,experimental morphology,實驗生態學
실험분류학,experimental taxonomy,實驗分類學
호기,expiration,呼氣[作用]
노출,exposure,被ばく
건조표본,exsiccata,エキシカ－タ  (標本集)
신근,extensor muscle,伸 筋
외이도,external auditory meatus,外耳道
외경동맥,external carotid artery,外部頸動脈
외이,external ear,外 耳
"외새, 외부아가미",external gill,外?
외생체관부,external phloem,外部師@篩@部
외수용기,exteroceptor,外受容器
흡광계수,extinction coefficient,吸光係數
염색체외 유전,extrachromosomal inheritance,染色體外遺傳
추출액,extract,抽出物
배외막성중배엽,extraembryonic mesoderm,胚體外中胚葉
관다발외형성층,extrafascicular cambium,維管束外形成層
화외밀선,extrafloral nectary,花外みつ腺
핵외,extranuclear,核外--形
"말단, 사지",extremity,あ し*肢*
외적요인,extrinsic factor,⑴ 外因子 ⑵ 外因性要因
외향,extrorse,外向--形 【やく@葯@の】
외향꽃밥,extrorse anther,外向や〈@葯@
"일비물, 삼출물",exudate,浸出液
안점,eye spot,眼點
"눈꺼풀, 안검",eyelid,腿けん*瞼*
@안점,eye-spot,⑴ 眼 点 ⑵ 眼狀紋
"개안면(個眼面), 낱눈, 겉면",facet,⑴ 個眼面 ⑵ 小 眼
안면신경,facial nerve,顔面神經
패시에이션,faciation,ファシエ－ション
"상(相), 파시이스",facies,異形群そう@叢@
시상화석(示相化石),facies fossil,示相化石
시상화석,facies index,示相化石
촉진 수송,facilitated transport,促進輸送
소통,facilitation,促 通
요인설계,factorial design,要因分析[法]
조건혐기성생물,facultative anaerobe,條件的嫌氣牛物
조건기생생물,facultative parasite,條件的寄生生物
조건부생생물,facultative saprobe,條件的腐生生物
조건음지식물,facultative shade plant,條件的陰生植物
낫꼴,falcate,かま形--形
겸상인대(鎌狀靭帶),falciform ligament,かま狀靭帶
"나팔관, 난관",fallopian tube,ファロピ－オ管(ファロピウス管)
위연륜,false annual ring,僞年輪
위분지,false branching,僞分枝
위이차분지,false dichotomy,僞二又分枝
위분지(법),false ramification,僞分枝
위맥,false vein,僞 脈
위윤생,false verticillate,僞輪生--形
"이빨, 독니, 독아",fang,⑴ 陷凹齒 ⑵ き ば ⑶ 犬 齒
"부채꼴, 선형",fan-shaped,扇形--形
선형화서,fan-shaped cyme,扇形花序
"근막, 절정무문대",fascia,⑴ 筋 膜 ⑵ 帶 紋
띠모양의,fasciated,偏平--形
속생엽,fascicled leaves,束生葉
관다발내형성층,fascicular cambium,維管束內形成層
"다발꼴, 속생",fasciculate,束生--形
"섬유속성 연축, 속상수축(束狀收縮)",fasciculation,束狀配列
"섬유속, 섬유다발",fasciculus,束
피로,fatigue,疲 勞
소동물상,faunula,小動物相
공포,fear,恐 れ
"우모(羽毛), 깃털",feather,⑴ 羽 毛 ⑵ 羽
우모상,feathery,羽毛狀--形
"특징, 형질",feature,形質
섭식행동,feeding behavior,攝食行動
한황원(寒荒原),fellfield,寒荒原
암배우자낭,female gametangium,雌性配偶子囊
"암배우체, 자성배우체",female gametophyte,雌性配偶體
"암꽃차례, 자화서",female inflorescence,雌花序
암꽃받침,female receptacle,雌器床
"대퇴골, 대퇴",femur,⑴ 大たい*腿* 骨 ⑵ 大たい*腿* 節
"습원(濕原), 습지",fen,ヨシ濕原
정원창,fenestra rotunda,正円窓
"고사리류, 양치류",ferns,シダ類
임성꽃잎,fertile floral leaf,實花葉
임성꽃,fertile flower,ねん@稔@性花
페룰산,ferulic acid,フェルラ酸
섬유다발,fiber bundle,纖維束
섬유보강조직,fiber sclereid,纖維厚壁異形細胞
섬유상헛물관,fiber tracheid,纖維狀假道管
피보나치 계열,Fibonacci series,フィボナッチ級數
섬유소용해소,fibrinolysin,フィブリノジン
섬유소용해,fibrinolysis,纖維素溶解
피브리노펩티드,fibrinopeptide,フィブリノペプチド
섬유연골,fibrocartilage,纖維軟骨
섬유종,fibroma,纖維しゅ*腫*
"수염뿌리, 수근",fibrous root,ひげ根
"수염뿌리계, 수근계",fibrous root system,ひげ根系
섬유조직,fibrous tissue,纖維組織
"종아리뼈, 비골",fibula,ひ*?*骨
장,field,場
포장용수량,field capacity,野外容水量
사상 파아지,filamentous phage,纖維狀ファ－ジ
필라민,filamin,フィラミン
"실모양의, 사상, 섬유상, 선형",filiform,絲狀--形
사상구조,filiform apparatus,纖形裝置
사상보강세포,filiform sclereid,絲狀厚壁異形細胞
여과섭식자,filter feeder,濾過攝食者
지느러미,fin,ひれ
"새습( 褶), 지느러미주름",fin fold,ひれ膜
화재극상,fire climax,野火極相
화적지잡초,fire weed,火跡地雜草
발사 수준,firing level,發射レベル
제일엽,first leaf,第一葉
"열각, 갈라진 다리",fissiped,裂脚類
"열구(裂溝), 틈, 홈",fissure,裂 溝
평면이차분지,flabellate dichotomy,平面二又分枝
"맺음잎, 지엽(止葉)",flag leaf,止め葉
"편모 팽창, 편모융기",flagellar swelling,べん@鞭@毛膨潤部
편모실,flagellated chamber,べん*鞭*毛實
위엽연(僞葉緣),flange,僞葉緣
플라빈 아데닌 디뉴클레오티드,flavin adenine dinucleotide,フラビンアデニンジヌク レオチド(FAD)
플라본,flavone,フラボン
플라보노이드,flavonoid,フラボノイド
플라보놀,flavonol,フラボノ－ル
육질과,fleshy fruit,肉果
굴근,flexor,同 脇
비상근,flight muscle,飛行筋
"편엽(片葉), 소엽",flocculus,[小腦]片藁
저판,floor plate,底 板
"화, 꽃의",floral,花--形
화경정,floral apex,花莖頂
꽃대,floral axis,花軸
꽃요소,floral element,植物區系要素
꽃잎,floral leaf,花葉
꽃꿀샘,floral nectary,花みつ腺
화통,floral tube,花筒
낱꽃,floret,小 花
홍조녹말,floridean starch,紅藻デンプン
화초조성,floristic composition,種類組成
소식물상,florula,小フロラ
"꽃, 화",flower,花
꽃눈 형성,flower bud formation,花芽形成
화식,flower formula,花式
꽃자루,flower stalk,花莖
화영,flowering glume,花えい@潁@
플루오르우라실,fluorouracil,フルオロウラシル
사료,fodder,飼 料
엽극,foliar gap,葉げき@隙@
엽적,foliar trace,葉跡
엽상생,foliicolous,葉上生--形
엽상지의,foliose lichen,葉狀地衣
여포상피,follicular epithelium,→ foilicle epithelium
먹이사슬,food chain,食物連鎖
먹이순환,food cycle,食物環
소공,foramen,孔
대후두공,foramen magnum,大[後頭]孔
난원공,foramen ovale,卵円孔
산공립,forate grain,散孔粒【花粉の】
최아(催芽),forced sprouting,催芽
싹틔움,forcing of germination,催芽
전출엽(前出葉),fore-leaf,前出葉
삼림군락,forest community,森林群落
삼림대,forest zone,森林帶
형태시각,form vision,形態視
포름산,formic acid,ギ酸
화석대,fossil zone,化石帶
화석화,fossilization,化石化
오손생물,fouling organism,汚損生物
제사뇌실,fourth ventricle,第四腦室
"와(窩), 소공",fovea,窩
소와(小窩),foveola,小 窩
"요점, 유공상(有孔狀)",foveolate,凹点--形
분획수집기,fraction collector,フラクションコレクタ－
간헐멸균,fractional sterilization,間缺滅菌
간혈조사,fractionated irradiation,分割照射
온상,frame,溫 床
이란성쌍생아,fraternal twin,二卵性雙生兒(二卵性ふたご)
프리마틴,freemartin,フリ－マ－チン
자유진행주기,free-running period,自由繼續周期
"날개가시, 시극(翅棘)",frenulum,⑴ 小 帶 ⑵ 抱きとげ
빈도의존적 선택,frequency-dependent selection,頻度依存選擇
담수,fresh water,淡 水
한대,frigid zone,寒 帶
연모(緣毛),fringed,緣毛--形
"이마, 전두",frons,⑴ 前 頭 ⑵ 額
전두골,frontal bone,前頭骨
이마신경절,frontal ganglion,前額神經節
이마샘,frontal gland,[前]額腺
전두엽,frontal lobe,側頭葉
"상해, 동해",frost injury,霜 害
프럭토산,fructosan,フルクトサン
규조각,frustule,被殼
관목상,fruticose,低木狀--形
관목상지의,fruticose lichen,樹枝狀地衣
갈조소,fucoxanthin,フコキサンチン
조락,fugacious,早落--形
푸마라아제,fumarase,フマラ－ゼ
푸마르산,fumaric acid,フマル酸
기본지위,fundamental niche,基本的ニッチ
간모(幹母),fundatrix,幹 母
"기저부, 위저(胃底)",fundus,底
균상유두(菌狀乳頭),fungiform papilla,キノコ狀乳頭
깔대기,funnel,漏 斗
"모피, 깃털",fur,毛 皮
종구(從溝),furrowed,縱溝--形
암갈색,fuscous,暗褐色--形
푸시콕신,fusicoccin,フシコクシン
갈락탄,galactan,ガラクタン
갈락토지질,galactolipid,ガラクト脂質
갈락투론산,galacturonic acid,ガラクツロン酸
투구형,galeate,かぶと形--形
"담낭, 쓸개",gall bladder,擔 囊
충영식물,gall plant,こぶ植物  (えいりゅう@瘤@植物)
헛배우자,gametoid,類配偶子細胞
"통꽃화관, 합판화관",gamopetalous corolla,合弁化冠
"통꽃, 합판화",gamopetalous flower,合弁花
합판(合辦),gamopetaly,合弁
"굳비늘, 경린(硬鱗)",ganoid scale,硬 鱗
